  Moravskı Svätı Ján;Senica
  Osuské;Senica
  Plaveckı Peter;Senica
  Podbranè;Senica
  Prietr;Senica
  Prievaly;Senica
  Rohov;Senica
  Rovensko;Senica
  Rybky;Senica
  Sekule;Senica
  Senica;Senica
  Smolinské;Senica
  Smrdáky;Senica
  Sobotište;Senica
  Šajdíkove Humence;Senica
  Šaštín-Stráe;Senica
  Štefanov;Senica
  Brodské;Skalica
  Dubovce;Skalica
  Gbely;Skalica
  Holíè;Skalica
  Chropov;Skalica
  Kátov;Skalica
  Kopèany;Skalica
  Koválovec;Skalica
  Letnièie;Skalica
  Lopašov;Skalica
  Mokrı Háj;Skalica
  Oreské;Skalica
  Petrova Ves;Skalica
  Popudinské Moèid¾any;Skalica
  Prietrka;Skalica
  Radimov;Skalica
  Radošovce;Skalica
  Skalica;Skalica
  Trnovec;Skalica
  Unín;Skalica
  Vrádište;Skalica
  Biely Kostol;Trnava
  Bíòovce;Trnava
  Bohdanovce nad Trnavou;Trnava
  Boleráz;Trnava
  Borová;Trnava
  Brestovany;Trnava
  Buèany;Trnava
  Buková;Trnava
  Cífer;Trnava
  Dechtice;Trnava
  Dlhá;Trnava
  Dobrá Voda;Trnava
  Dolná Krupá;Trnava
  Dolné Dubové;Trnava
  Dolné Lovèice;Trnava
  Dolné Orešany;Trnava
  Horná Krupá;Trnava
  Horné Dubové;Trnava
  Horné Orešany;Trnava
  Hrnèiarovce nad Parnou;Trnava
  Jaslovské Bohunice;Trnava
  Kátlovce;Trnava
  Košolná;Trnava
  Kriovany nad Dudváhom;Trnava
  Lošonec;Trnava
  Majcichov;Trnava
  Malenice;Trnava
  Naháè;Trnava
  Opoj;Trnava
  Pavlice;Trnava
  Radošovce;Trnava
  Ruindol;Trnava
  Slovenská Nová Ves;Trnava
  Smolenice;Trnava
  Suchá nad Parnou;Trnava
  Šelpice;Trnava
  Špaèince;Trnava
  Šúrovce;Trnava
  Trnava;Trnava
  Trstín;Trnava
  Vlèkovce;Trnava
  Voderady;Trnava
  Zavar;Trnava
  Zeleneè;Trnava
  Zvonèín;Trnava
